what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516721050626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516721081726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721137299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721255086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721268841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727097165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727172581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727523395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727543325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727544488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727547302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727892967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516727898203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516727899525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727913620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727934069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1516727934263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727939608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727943235
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516727956037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727959752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727975006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727975108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516727977964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1516727977976
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516727982958
